,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
1,2023-08-12,15:00,Championship,Matchweek 2,Sat,Away,W,2.0,1.0,Cardiff City,1.3,2.0,36.0,21230.0,Asmir Begović,4-2-3-1,Oliver Langford,Match Report,,7,3,17.8,0.0,0,0,2023,Queens Park Rangers
3,2023-08-19,15:00,Championship,Matchweek 3,Sat,Home,L,0.0,1.0,Ipswich Town,0.9,1.3,39.0,16790.0,Asmir Begović,3-4-3,Geoff Eltringham,Match Report,,10,4,17.9,0.0,0,0,2023,Queens Park Rangers
4,2023-08-26,15:00,Championship,Matchweek 4,Sat,Away,L,1.0,2.0,Southampton,0.6,0.4,27.0,30401.0,Asmir Begović,5-4-1,James Bell,Match Report,,11,5,16.9,0.0,0,0,2023,Queens Park Rangers
5,2023-09-02,15:00,Championship,Matchweek 5,Sat,Away,W,2.0,0.0,Middlesbrough,0.7,1.5,39.0,25671.0,Asmir Begović,3-4-3,Thomas Bramall,Match Report,,11,3,17.5,0.0,0,0,2023,Queens Park Rangers
6,2023-09-16,15:00,Championship,Matchweek 6,Sat,Home,L,1.0,3.0,Sunderland,0.3,2.8,29.0,16383.0,Asmir Begović,3-4-3,Dean Whitestone,Match Report,,5,3,19.3,0.0,0,0,2023,Queens Park Rangers
7,2023-09-19,19:45,Championship,Matchweek 7,Tue,Home,D,1.0,1.0,Swansea City,1.0,0.6,50.0,13367.0,Asmir Begović,3-4-3,Andrew Kitchen,Match Report,,11,3,16.9,0.0,0,0,2023,Queens Park Rangers
8,2023-09-22,20:00,Championship,Matchweek 8,Fri,Away,D,0.0,0.0,Birmingham City,1.0,1.1,46.0,19803.0,Asmir Begović,3-4-3,Matt Donohue,Match Report,,8,4,13.1,1.0,0,0,2023,Queens Park Rangers
9,2023-09-30,15:00,Championship,Matchweek 9,Sat,Home,L,1.0,3.0,Coventry City,1.0,1.5,52.0,16293.0,Asmir Begović,3-4-3,Tom Nield,Match Report,,12,3,17.9,0.0,0,0,2023,Queens Park Rangers
10,2023-10-04,19:45,Championship,Matchweek 10,Wed,Away,L,0.0,1.0,Leeds United,0.3,2.0,35.0,32663.0,Asmir Begović,3-4-3,David Webb,Match Report,,5,2,17.5,0.0,0,0,2023,Queens Park Rangers
11,2023-10-07,15:00,Championship,Matchweek 11,Sat,Home,L,0.0,4.0,Blackburn,1.1,2.3,48.0,15376.0,Asmir Begović,4-3-1-2,Joshua Smith,Match Report,,21,6,18.9,0.0,0,0,2023,Queens Park Rangers
0,2023-08-05,15:00,Championship,Matchweek 1,Sat,Away,L,1,4,Stoke City,0.9,2.4,30.0,22601.0,Sean Morrison,3-4-3,John Busby,Match Report,,6,3,18.5,0.0,0,0,2023,Rotherham United
2,2023-08-12,15:00,Championship,Matchweek 2,Sat,Home,D,2,2,Blackburn,0.7,2.6,24.0,10828.0,Oliver Rathbone,4-3-3,Robert Madley,Match Report,,9,3,19.0,2.0,0,0,2023,Rotherham United
3,2023-08-19,15:00,Championship,Matchweek 3,Sat,Away,L,1,2,Sunderland,0.6,1.4,33.0,40688.0,Oliver Rathbone,4-3-3,Gavin Ward,Match Report,,4,1,11.8,0.0,0,0,2023,Rotherham United
4,2023-08-26,15:00,Championship,Matchweek 4,Sat,Home,L,1,2,Leicester City,0.6,1.4,37.0,11418.0,Oliver Rathbone,4-3-3,Simon Hooper,Match Report,,8,1,14.1,0.0,0,0,2023,Rotherham United
6,2023-09-02,15:00,Championship,Matchweek 5,Sat,Home,W,2,1,Norwich City,0.6,1.5,38.0,11016.0,Oliver Rathbone,4-3-3,Samuel Barrott,Match Report,,9,3,18.5,0.0,0,0,2023,Rotherham United
7,2023-09-16,15:00,Championship,Matchweek 6,Sat,Away,L,0,2,Huddersfield,0.4,2.1,53.0,19050.0,Oliver Rathbone,4-3-3,Jeremy Simpson,Match Report,,7,3,19.8,1.0,0,0,2023,Rotherham United
8,2023-09-20,19:45,Championship,Matchweek 7,Wed,Away,L,0,3,Millwall,0.4,1.5,38.0,12563.0,Oliver Rathbone,3-5-2,Geoff Eltringham,Match Report,,5,1,14.8,0.0,0,0,2023,Rotherham United
9,2023-09-23,15:00,Championship,Matchweek 8,Sat,Home,D,1,1,Preston,0.1,1.8,43.0,11434.0,Oliver Rathbone,4-3-3,Samuel Allison,Match Report,,3,1,20.6,0.0,0,0,2023,Rotherham United
10,2023-09-30,15:00,Championship,Matchweek 9,Sat,Away,L,0,2,Cardiff City,0.6,1.2,33.0,20136.0,Oliver Rathbone,5-3-2,Leigh Doughty,Match Report,,7,0,16.5,1.0,0,0,2023,Rotherham United
11,2023-10-04,20:00,Championship,Matchweek 10,Wed,Home,L,1,2,Bristol City,1.3,1.1,42.0,9221.0,Oliver Rathbone,4-3-3,Dean Whitestone,Match Report,,8,1,17.2,1.0,0,0,2023,Rotherham United
12,2023-10-07,15:00,Championship,Matchweek 11,Sat,Away,D,1,1,Southampton,0.1,3.1,20.0,28404.0,Oliver Rathbone,4-5-1,John Busby,Match Report,,4,2,24.6,0.0,0,0,2023,Rotherham United
0,2023-08-04,20:00,Championship,Matchweek 1,Fri,Home,L,1,2,Southampton,0.5,1.4,20.0,28558.0,Barry Bannan,4-2-3-1,Robert Madley,Match Report,,8,1,17.1,0.0,0,0,2023,Sheffield Wednesday
2,2023-08-12,15:00,Championship,Matchweek 2,Sat,Away,L,2,4,Hull City,0.5,2.0,28.0,20410.0,Barry Bannan,4-4-2,Matt Donohue,Match Report,,5,2,18.7,0.0,0,0,2023,Sheffield Wednesday
3,2023-08-19,15:00,Championship,Matchweek 3,Sat,Home,L,0,1,Preston,0.5,0.4,53.0,25138.0,Barry Bannan,4-2-3-1,Jeremy Simpson,Match Report,,8,3,18.8,0.0,0,0,2023,Sheffield Wednesday
4,2023-08-26,15:00,Championship,Matchweek 4,Sat,Away,L,1,2,Cardiff City,0.8,1.9,42.0,21058.0,Barry Bannan,5-4-1,Darren Bond,Match Report,,12,2,15.8,0.0,0,0,2023,Sheffield Wednesday
6,2023-09-02,15:00,Championship,Matchweek 5,Sat,Away,D,0,0,Leeds United,0.9,1.2,34.0,36484.0,Barry Bannan,5-4-1,Dean Whitestone,Match Report,,11,5,18.2,0.0,0,0,2023,Sheffield Wednesday
7,2023-09-16,15:00,Championship,Matchweek 6,Sat,Home,L,0,1,Ipswich Town,0.5,1.8,48.0,25938.0,Liam Palmer,5-4-1,James Linington,Match Report,,6,0,19.1,1.0,0,0,2023,Sheffield Wednesday
8,2023-09-19,20:00,Championship,Matchweek 7,Tue,Home,D,1,1,Middlesbrough,1.3,0.7,39.0,22975.0,Barry Bannan,3-4-3,David Webb,Match Report,,9,2,20.2,0.0,0,0,2023,Sheffield Wednesday
9,2023-09-23,15:00,Championship,Matchweek 8,Sat,Away,L,0,3,Swansea City,0.7,2.0,43.0,16865.0,Barry Bannan,3-4-3,Anthony Backhouse,Match Report,,10,1,14.2,0.0,0,0,2023,Sheffield Wednesday
10,2023-09-29,20:00,Championship,Matchweek 9,Fri,Home,L,0,3,Sunderland,0.5,1.6,32.0,25987.0,George Byers,3-4-3,Samuel Barrott,Match Report,,8,2,17.3,0.0,0,0,2023,Sheffield Wednesday
11,2023-10-03,20:00,Championship,Matchweek 10,Tue,Away,L,0,1,West Brom,0.2,1.2,28.0,22558.0,Liam Palmer,4-4-2,John Busby,Match Report,,4,2,23.0,0.0,0,0,2023,Sheffield Wednesday
12,2023-10-07,15:00,Championship,Matchweek 11,Sat,Home,D,0,0,Huddersfield,0.6,0.7,45.0,26025.0,Liam Palmer,3-4-1-2,Matt Donohue,Match Report,,5,1,14.8,0.0,0,0,2023,Sheffield Wednesday
